番号,名詞1,助詞1,名詞2,助詞2,名詞3,助詞3,動詞,子ども用解説,大人用解説,,
957,わたし,は,家,から,学校,まで,通う,「から」ははじまり、「まで」はおわりだよ。,起点＋終点。,,
958,鳥,が,空,を,,,力強く飛ぶ,「を」は通る場所だよ。,経路。,,
959,友達,が,教室,に,,,入る,「に」は行き先だよ。,到達点。,,
960,先生,が,社会,について,説明,を,する,「について」はそのこと、「を」は対象だよ。,複合助詞＋対象。,,
961,ぼく,は,夜,まで,作業,を,続ける,「まで」はおわり、「を」は対象だよ。,終点＋対象。,,
962,わたし,は,公園,で,自然,を,感じる,「で」は場所、「を」は対象だよ。,場所＋対象。,,
963,ねこ,が,机,の,下,で,丸くなる,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
964,犬,が,道,を,,,歩く,「を」は通る場所だよ。,経路。,,
965,先生,が,学生,と,課題,を,話し合う,「と」はいっしょ、「を」は対象だよ。,共同＋対象。,,
966,ぼく,は,朝,から,活動,を,始める,「から」ははじまり、「を」は対象だよ。,起点＋対象。,,
967,わたし,は,友達,に,相談,を,する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
968,鳥,が,山,に,,,向かう,「に」は行き先だよ。,到達点。,,
969,友達,が,家,で,準備,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
970,先生,が,問題,を,,,解説する,「を」は対象だよ。,対格。,,
971,ぼく,は,図書館,で,課題,を,進める,「で」は場所、「を」は対象だよ。,場所＋対象。,,
972,わたし,は,昼,に,食事,を,とる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
973,ねこ,が,窓,の,外,を,見つめる,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
974,犬,が,家,に,,,戻る,「に」は行き先だよ。,到達点。,,
975,先生,が,学生,に,知識,を,伝える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
976,ぼく,は,友達,と,意見,を,共有する,「と」はあいて、「を」は対象だよ。,共同＋対象。,,
977,わたし,は,駅,から,徒歩,で,移動する,「から」ははじまり、「で」は手段だよ。,起点＋手段。,,
978,鳥,が,川,を,,,渡る,「を」は通る場所だよ。,経路。,,
979,友達,が,学校,で,活動,を,行う,「で」は場所、「を」は対象だよ。,場所＋対象。,,
980,先生,が,本,の,内容,を,説明する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
981,ぼく,は,夜,に,読書,を,楽しむ,「に」は時間、「を」は対象だよ。,時間＋対象。,,
982,わたし,は,公園,で,友達,と,会話する,「で」は場所、「と」はいっしょだよ。,場所＋共同。,,
983,ねこ,が,棚,の,上,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
984,犬,が,庭,から,外,へ,出る,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
985,先生,が,学生,に,課題,を,与える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
986,ぼく,は,朝,に,準備,を,進める,「に」は時間、「を」は対象だよ。,時間＋対象。,,
987,わたし,は,友達,から,情報,を,得る,「から」はもと、「を」は対象だよ。,起点＋対象。,,
988,鳥,が,空,に,,,飛び立つ,「に」は行き先だよ。,到達点。,,
989,友達,が,教室,で,発言,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
990,先生,が,歴史,について,話,を,する,「について」はそのこと、「を」は対象だよ。,複合助詞＋対象。,,
991,ぼく,は,家,で,映画,を,見る,「で」は場所、「を」は対象だよ。,場所＋対象。,,
992,わたし,は,駅,へ,,,向かう,「へ」は行き先だよ。,方向。,,
993,ねこ,が,机,の,下,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
994,犬,が,庭,から,外,へ,走る,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
995,先生,が,学生,に,資料,を,渡す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
996,ぼく,は,図書館,で,資料,を,読む,「で」は場所、「を」は対象だよ。,場所＋対象。,,
997,わたし,は,朝,に,飲み物,を,飲む,「に」は時間、「を」は対象だよ。,時間＋対象。,,
998,鳥,が,空,を,,,飛ぶ,「を」は通る場所だよ。,経路。,,
999,友達,が,駅,で,人,を,待つ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1000,先生,が,問題,を,,,説明する,「を」は対象だよ。,対格。,,
1001,ぼく,は,理由,から,行動,を,変える,「から」は理由、「を」はすることだよ。,原因＋対象。,,
1002,わたし,は,朝,に,計画,を,立てる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1003,ねこ,が,木,の,下,で,遊ぶ,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1004,犬,が,飼い主,に,元気,を,伝える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1005,先生,が,学生,に,説明,を,する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1006,ぼく,は,友達,と,計画,を,考える,「と」はいっしょ、「を」は対象だよ。,共同＋対象。,,
1007,わたし,は,家,から,学校,まで,歩く,「から」ははじまり、「まで」はおわりだよ。,起点＋終点。,,
1008,鳥,が,空,を,,,ゆっくり飛ぶ,「を」は通る場所だよ。,経路。,,
1009,友達,が,教室,に,,,集まる,「に」は行き先だよ。,到達点。,,
1010,先生,が,環境,について,話,を,する,「について」はそのこと、「を」は対象だよ。,複合助詞＋対象。,,
1011,ぼく,は,夜,まで,宿題,を,する,「まで」はおわり、「を」は対象だよ。,終点＋対象。,,
1012,わたし,は,公園,で,遊び,を,楽しむ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1013,ねこ,が,机,の,上,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1014,犬,が,道,を,,,走る,「を」は通る場所だよ。,経路。,,
1015,先生,が,学生,と,意見,を,話す,「と」はいっしょ、「を」は対象だよ。,共同＋対象。,,
1016,ぼく,は,朝,から,練習,を,始める,「から」ははじまり、「を」は対象だよ。,起点＋対象。,,
1017,わたし,は,友達,に,手紙,を,書く,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1018,鳥,が,山,に,,,向かう,「に」は行き先だよ。,到達点。,,
1019,友達,が,家,で,ゲーム,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1020,先生,が,問題,を,,,説明する,「を」は対象だよ。,対格。,,
1021,ぼく,は,図書館,で,本,を,読む,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1022,わたし,は,昼,に,ご飯,を,食べる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1023,ねこ,が,窓,の,外,を,見る,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
1024,犬,が,家,に,,,帰る,「に」は行き先だよ。,到達点。,,
1025,先生,が,学生,に,問題,を,出す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1026,ぼく,は,友達,と,話,を,する,「と」はあいて、「を」は対象だよ。,共同＋対象。,,
1027,わたし,は,駅,から,電車,で,行く,「から」ははじまり、「で」は手段だよ。,起点＋手段。,,
1028,鳥,が,川,を,,,渡る,「を」は通る場所だよ。,経路。,,
1029,友達,が,学校,で,勉強,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1030,先生,が,本,の,内容,を,説明する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
1031,ぼく,は,夜,に,テレビ,を,見る,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1032,わたし,は,公園,で,友達,と,遊ぶ,「で」は場所、「と」はいっしょだよ。,場所＋共同。,,
1033,ねこ,が,棚,の,上,で,寝る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1034,犬,が,庭,から,外,へ,出る,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
1035,先生,が,学生,に,課題,を,出す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1036,ぼく,は,朝,に,準備,を,する,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1037,わたし,は,友達,から,話,を,聞く,「から」はもと、「を」は対象だよ。,起点＋対象。,,
1038,鳥,が,空,に,,,飛ぶ,「に」は行き先だよ。,到達点。,,
1039,友達,が,教室,で,発言,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1040,先生,が,歴史,について,説明,を,する,「について」はそのこと、「を」は対象だよ。,複合助詞＋対象。,,
1041,ぼく,は,家,で,映画,を,見る,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1042,わたし,は,駅,へ,,,向かう,「へ」は行き先だよ。,方向。,,
1043,ねこ,が,机,の,下,で,寝る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1044,犬,が,庭,から,外,へ,走る,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
1045,先生,が,学生,に,資料,を,配る,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1046,ぼく,は,図書館,で,資料,を,読む,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1047,わたし,は,朝,に,ジュース,を,飲む,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1048,鳥,が,空,を,,,飛び回る,「を」は通る場所だよ。,経路。,,
1049,友達,が,駅,で,人,を,待つ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1050,先生,が,問題,を,,,解く,「を」は対象だよ。,対格。,,
1051,ぼく,は,経験,から,考え,を,変える,「から」は理由やもと、「を」はすることだよ。,起点（原因）＋対象。,,
1052,わたし,は,朝,に,予定,を,確認する,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1053,ねこ,が,庭,で,,,休む,「で」は場所だよ。,場所。,,
1054,犬,が,飼い主,に,気持ち,を,伝える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1055,先生,が,学生,に,説明,を,加える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1056,ぼく,は,友達,と,問題,を,話し合う,「と」はいっしょ、「を」は対象だよ。,共同＋対象。,,
1057,わたし,は,家,から,駅,まで,歩く,「から」ははじまり、「まで」はおわりだよ。,起点＋終点。,,
1058,鳥,が,空,を,,,ゆったり飛ぶ,「を」は通る場所だよ。,経路。,,
1059,友達,が,教室,に,,,入る,「に」は行き先だよ。,到達点。,,
1060,先生,が,自然,について,説明,を,する,「について」はそのこと、「を」は対象だよ。,複合助詞＋対象。,,
1061,ぼく,は,夜,まで,勉強,を,続ける,「まで」はおわり、「を」は対象だよ。,終点＋対象。,,
1062,わたし,は,公園,で,遊び,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1063,ねこ,が,机,の,下,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1064,犬,が,道,を,,,元気に走る,「を」は通る場所だよ。,経路。,,
1065,先生,が,学生,と,意見,を,交換する,「と」はいっしょ、「を」は対象だよ。,共同＋対象。,,
